,iso2,year,age,cases,sex
1994,GR,2004,0-14,1,m
1995,GR,2005,0-14,1,m
1996,GR,2006,0-14,0,m
1997,GR,2007,0-14,1,m
1998,GR,2008,0-14,0,m
2014,GT,1995,0-14,51,m
2015,GT,1996,0-14,75,m
2016,GT,1997,0-14,45,m
2017,GT,1998,0-14,60,m
2018,GT,1999,0-14,34,m
2019,GT,2000,0-14,36,m
2020,GT,2001,0-14,27,m
2021,GT,2002,0-14,27,m
2022,GT,2003,0-14,29,m
2023,GT,2004,0-14,43,m
2024,GT,2005,0-14,39,m
2026,GT,2007,0-14,74,m
2027,GT,2008,0-14,19,m
2042,GU,2000,0-14,2,m
2043,GU,2001,0-14,0,m
2044,GU,2002,0-14,3,m
2045,GU,2003,0-14,0,m
2046,GU,2004,0-14,0,m
2047,GU,2005,0-14,0,m
2048,GU,2006,0-14,0,m
2049,GU,2007,0-14,0,m
2050,GU,2008,0-14,0,m
2067,GW,1996,0-14,9,m
2071,GW,2000,0-14,2,m
2073,GW,2002,0-14,7,m
2074,GW,2003,0-14,9,m
2075,GW,2004,0-14,16,m
2076,GW,2005,0-14,14,m
2077,GW,2006,0-14,8,m
2079,GW,2008,0-14,8,m
2095,GY,1995,0-14,7,m
2096,GY,1996,0-14,4,m
2097,GY,1997,0-14,1,m
2098,GY,1998,0-14,9,m
2100,GY,2000,0-14,4,m
2101,GY,2001,0-14,1,m
2102,GY,2002,0-14,20,m
2103,GY,2003,0-14,10,m
2104,GY,2004,0-14,9,m
2105,GY,2005,0-14,12,m
2106,GY,2006,0-14,6,m
2107,GY,2007,0-14,2,m
2108,GY,2008,0-14,7,m
2126,HK,1997,0-14,5,m
2128,HK,1999,0-14,3,m
2129,HK,2000,0-14,4,m
2130,HK,2001,0-14,6,m
2131,HK,2002,0-14,2,m
2132,HK,2003,0-14,8,m
2133,HK,2004,0-14,3,m
2134,HK,2005,0-14,3,m
2135,HK,2006,0-14,3,m
2136,HK,2007,0-14,5,m
2137,HK,2008,0-14,0,m
2153,HN,1995,0-14,42,m
2154,HN,1996,0-14,51,m
2155,HN,1997,0-14,26,m
2156,HN,1998,0-14,147,m
2157,HN,1999,0-14,150,m
2158,HN,2000,0-14,30,m
2159,HN,2001,0-14,12,m
2160,HN,2002,0-14,76,m
2161,HN,2003,0-14,52,m
2162,HN,2004,0-14,54,m
2163,HN,2005,0-14,13,m
2164,HN,2006,0-14,21,m
2165,HN,2007,0-14,21,m
2166,HN,2008,0-14,11,m
2182,HR,1995,0-14,6,m
2184,HR,1997,0-14,12,m
2185,HR,1998,0-14,14,m
2186,HR,1999,0-14,1,m
2188,HR,2001,0-14,0,m
2189,HR,2002,0-14,1,m
2190,HR,2003,0-14,0,m
2191,HR,2004,0-14,1,m
2192,HR,2005,0-14,1,m
2193,HR,2006,0-14,0,m
2195,HR,2008,0-14,0,m
2208,HT,1996,0-14,148,m
2209,HT,1997,0-14,156,m
2210,HT,1998,0-14,188,m
2211,HT,1999,0-14,286,m
2212,HT,2000,0-14,67,m
2213,HT,2001,0-14,72,m
2214,HT,2002,0-14,79,m
2215,HT,2003,0-14,89,m
2216,HT,2004,0-14,94,m
2217,HT,2005,0-14,69,m
2218,HT,2006,0-14,93,m
2219,HT,2007,0-14,104,m
2220,HT,2008,0-14,90,m
2237,HU,1996,0-14,3,m
2238,HU,1997,0-14,0,m
2239,HU,1998,0-14,0,m
2240,HU,1999,0-14,2,m
2241,HU,2000,0-14,0,m
2242,HU,2001,0-14,1,m
2243,HU,2002,0-14,1,m
2244,HU,2003,0-14,0,m
2245,HU,2004,0-14,2,m
2246,HU,2005,0-14,0,m
2247,HU,2006,0-14,2,m
2248,HU,2007,0-14,0,m
2249,HU,2008,0-14,0,m
2264,ID,1995,0-14,6,m
2265,ID,1996,0-14,28,m
2266,ID,1997,0-14,46,m
2267,ID,1998,0-14,78,m
2268,ID,1999,0-14,106,m
2270,ID,2001,0-14,298,m
2271,ID,2002,0-14,569,m
2272,ID,2003,0-14,532,m
2273,ID,2004,0-14,697,m
2274,ID,2005,0-14,846,m
2275,ID,2006,0-14,899,m
2276,ID,2007,0-14,849,m
2277,ID,2008,0-14,871,m
2296,IE,1998,0-14,1,m
2297,IE,1999,0-14,0,m
2298,IE,2000,0-14,0,m
2299,IE,2001,0-14,0,m
2300,IE,2002,0-14,0,m
2301,IE,2003,0-14,0,m
2302,IE,2004,0-14,1,m
2303,IE,2005,0-14,1,m
2304,IE,2006,0-14,0,m
2305,IE,2007,0-14,0,m
2306,IE,2008,0-14,2,m
2323,IL,1996,0-14,1,m
2324,IL,1997,0-14,5,m
2325,IL,1998,0-14,1,m
2326,IL,1999,0-14,2,m
2327,IL,2000,0-14,0,m
2328,IL,2001,0-14,1,m
2329,IL,2002,0-14,2,m
2330,IL,2003,0-14,2,m
2331,IL,2004,0-14,2,m
2332,IL,2005,0-14,0,m
2333,IL,2006,0-14,0,m
2334,IL,2007,0-14,1,m
2335,IL,2008,0-14,0,m
2351,IN,1995,0-14,16,m
2352,IN,1996,0-14,47,m
2353,IN,1997,0-14,50,m
2354,IN,1998,0-14,84,m
2355,IN,1999,0-14,327,m
2356,IN,2000,0-14,1588,m
2357,IN,2001,0-14,1063,m
2358,IN,2002,0-14,2551,m
2359,IN,2003,0-14,2411,m
2360,IN,2004,0-14,3018,m
2361,IN,2005,0-14,3185,m
2362,IN,2006,0-14,3566,m
2363,IN,2007,0-14,4305,m
2364,IN,2008,0-14,4648,m
2380,IQ,1995,0-14,1125,m
2382,IQ,1997,0-14,416,m
2383,IQ,1998,0-14,453,m
2384,IQ,1999,0-14,519,m
2385,IQ,2000,0-14,21,m
2386,IQ,2001,0-14,10,m
2387,IQ,2002,0-14,47,m
2388,IQ,2003,0-14,30,m
2389,IQ,2004,0-14,28,m
2390,IQ,2005,0-14,13,m
2391,IQ,2006,0-14,14,m
2392,IQ,2007,0-14,20,m
2393,IQ,2008,0-14,18,m
2409,IR,1995,0-14,118,m
2410,IR,1996,0-14,63,m
2411,IR,1997,0-14,54,m
2412,IR,1998,0-14,35,m
2413,IR,1999,0-14,27,m
2414,IR,2000,0-14,29,m
2415,IR,2001,0-14,37,m
2416,IR,2002,0-14,29,m
2417,IR,2003,0-14,32,m
2418,IR,2004,0-14,16,m
2419,IR,2005,0-14,16,m
2420,IR,2006,0-14,12,m
2421,IR,2007,0-14,10,m
2422,IR,2008,0-14,11,m
2438,IS,1995,0-14,0,m
2440,IS,1997,0-14,0,m
2441,IS,1998,0-14,0,m
2442,IS,1999,0-14,0,m
2444,IS,2001,0-14,0,m
2445,IS,2002,0-14,0,m
2446,IS,2003,0-14,0,m
2447,IS,2004,0-14,0,m
2448,IS,2005,0-14,0,m
2449,IS,2006,0-14,0,m
2450,IS,2007,0-14,0,m
2451,IS,2008,0-14,0,m
2467,IT,1995,0-14,9,m
2468,IT,1996,0-14,12,m
2469,IT,1997,0-14,14,m
2470,IT,1998,0-14,15,m
2471,IT,1999,0-14,7,m
2472,IT,2000,0-14,12,m
2473,IT,2001,0-14,4,m
2474,IT,2002,0-14,6,m
2475,IT,2003,0-14,19,m
2476,IT,2004,0-14,34,m
2477,IT,2005,0-14,8,m
2478,IT,2006,0-14,7,m
2479,IT,2007,0-14,3,m
2480,IT,2008,0-14,13,m
2496,JM,1995,0-14,2,m
2497,JM,1996,0-14,1,m
2498,JM,1997,0-14,1,m
2499,JM,1998,0-14,0,m
2500,JM,1999,0-14,2,m
2501,JM,2000,0-14,0,m
2502,JM,2001,0-14,3,m
2503,JM,2002,0-14,0,m
2504,JM,2003,0-14,1,m
2505,JM,2004,0-14,0,m
2506,JM,2005,0-14,0,m
2507,JM,2006,0-14,0,m
2509,JM,2008,0-14,3,m
2525,JO,1995,0-14,0,m
2526,JO,1996,0-14,2,m
2527,JO,1997,0-14,5,m
2528,JO,1998,0-14,0,m
2529,JO,1999,0-14,0,m
2530,JO,2000,0-14,0,m
2531,JO,2001,0-14,2,m
2532,JO,2002,0-14,0,m
2533,JO,2003,0-14,0,m
2534,JO,2004,0-14,0,m
2535,JO,2005,0-14,0,m
2536,JO,2006,0-14,0,m
2537,JO,2007,0-14,0,m
2538,JO,2008,0-14,0,m
2554,JP,1995,0-14,15,m
2555,JP,1996,0-14,16,m
2556,JP,1997,0-14,8,m
2557,JP,1998,0-14,2,m
2558,JP,1999,0-14,6,m
2559,JP,2000,0-14,2,m
2560,JP,2001,0-14,3,m
2561,JP,2002,0-14,2,m
2562,JP,2003,0-14,1,m
2563,JP,2004,0-14,2,m
2564,JP,2005,0-14,9,m
2565,JP,2006,0-14,3,m
2566,JP,2007,0-14,1,m
2567,JP,2008,0-14,2,m
2581,KE,1995,0-14,154,m
2582,KE,1996,0-14,151,m
2583,KE,1997,0-14,53,m
2584,KE,1998,0-14,210,m
2585,KE,1999,0-14,237,m
2586,KE,2000,0-14,264,m
2587,KE,2001,0-14,299,m
2588,KE,2002,0-14,299,m
2589,KE,2003,0-14,341,m
2590,KE,2004,0-14,391,m
2591,KE,2005,0-14,359,m
2592,KE,2006,0-14,387,m
2593,KE,2007,0-14,474,m
2594,KE,2008,0-14,451,m
2610,KG,1995,0-14,3,m
2611,KG,1996,0-14,4,m
2612,KG,1997,0-14,1,m
2613,KG,1998,0-14,4,m
2614,KG,1999,0-14,5,m
2615,KG,2000,0-14,4,m
2616,KG,2001,0-14,0,m
2617,KG,2002,0-14,0,m
2618,KG,2003,0-14,0,m
2619,KG,2004,0-14,3,m
2620,KG,2005,0-14,1,m
2621,KG,2006,0-14,3,m
2622,KG,2007,0-14,3,m
2623,KG,2008,0-14,1,m
2639,KH,1995,0-14,161,m
2640,KH,1996,0-14,148,m
2642,KH,1998,0-14,36,m
2643,KH,1999,0-14,41,m
2644,KH,2000,0-14,26,m
2645,KH,2001,0-14,29,m
2646,KH,2002,0-14,54,m
2647,KH,2003,0-14,37,m
2648,KH,2004,0-14,36,m
2649,KH,2005,0-14,49,m
2650,KH,2006,0-14,50,m
2651,KH,2007,0-14,50,m
2652,KH,2008,0-14,49,m
2669,KI,1996,0-14,0,m
2670,KI,1997,0-14,1,m
2671,KI,1998,0-14,1,m
2672,KI,1999,0-14,2,m
2673,KI,2000,0-14,2,m
2674,KI,2001,0-14,4,m
2675,KI,2002,0-14,5,m
2676,KI,2003,0-14,5,m
2677,KI,2004,0-14,8,m
2678,KI,2005,0-14,3,m
2679,KI,2006,0-14,3,m
2680,KI,2007,0-14,2,m
2681,KI,2008,0-14,2,m
2689,KM,1995,0-14,0,m
2690,KM,1996,0-14,1,m
2692,KM,1998,0-14,0,m
2694,KM,2000,0-14,0,m
2695,KM,2001,0-14,0,m
2696,KM,2002,0-14,0,m
2697,KM,2003,0-14,1,m
2699,KM,2005,0-14,0,m
2700,KM,2006,0-14,0,m
2702,KM,2008,0-14,2,m
2719,KN,1996,0-14,0,m
2721,KN,1998,0-14,0,m
2731,KN,2008,0-14,0,m
2734,KP,1997,0-14,5,m
2735,KP,1998,0-14,0,m
2736,KP,1999,0-14,14,m
2737,KP,2000,0-14,293,m
2738,KP,2001,0-14,207,m
2739,KP,2002,0-14,199,m
2740,KP,2003,0-14,86,m
2741,KP,2004,0-14,175,m
2742,KP,2005,0-14,167,m
2743,KP,2006,0-14,157,m
2744,KP,2007,0-14,353,m
2745,KP,2008,0-14,441,m
2761,KR,1995,0-14,27,m
2762,KR,1996,0-14,31,m
2763,KR,1997,0-14,24,m
2764,KR,1998,0-14,19,m
2765,KR,1999,0-14,27,m
2766,KR,2000,0-14,19,m
2767,KR,2001,0-14,23,m
2768,KR,2002,0-14,20,m
2769,KR,2003,0-14,22,m
2770,KR,2004,0-14,18,m
2771,KR,2005,0-14,22,m
2772,KR,2006,0-14,19,m
2773,KR,2007,0-14,16,m
2774,KR,2008,0-14,21,m
2790,KW,1995,0-14,0,m
2791,KW,1996,0-14,0,m
2792,KW,1997,0-14,1,m
2793,KW,1998,0-14,0,m
2794,KW,1999,0-14,0,m
2795,KW,2000,0-14,0,m
2796,KW,2001,0-14,0,m
2797,KW,2002,0-14,0,m
2798,KW,2003,0-14,1,m
2799,KW,2004,0-14,0,m
2800,KW,2005,0-14,0,m
2801,KW,2006,0-14,1,m
2802,KW,2007,0-14,1,m
2803,KW,2008,0-14,0,m
2821,KY,1998,0-14,0,m
2822,KY,1999,0-14,0,m
2823,KY,2000,0-14,0,m
2824,KY,2001,0-14,0,m
2826,KY,2003,0-14,0,m
2827,KY,2004,0-14,0,m
2829,KY,2006,0-14,0,m
2830,KY,2007,0-14,0,m
2849,KZ,1997,0-14,22,m
2850,KZ,1998,0-14,34,m
2851,KZ,1999,0-14,34,m
2852,KZ,2000,0-14,36,m
2853,KZ,2001,0-14,38,m
2854,KZ,2002,0-14,33,m
2856,KZ,2004,0-14,24,m
2857,KZ,2005,0-14,31,m
2858,KZ,2006,0-14,11,m
2859,KZ,2007,0-14,14,m
2860,KZ,2008,0-14,14,m
2875,LA,1995,0-14,6,m
2876,LA,1996,0-14,1,m
2877,LA,1997,0-14,2,m
2878,LA,1998,0-14,4,m
2879,LA,1999,0-14,5,m
2880,LA,2000,0-14,7,m
2881,LA,2001,0-14,10,m
2882,LA,2002,0-14,4,m
2883,LA,2003,0-14,6,m
2884,LA,2004,0-14,14,m
2885,LA,2005,0-14,13,m
2886,LA,2006,0-14,12,m
2887,LA,2007,0-14,11,m
2888,LA,2008,0-14,6,m
2899,LB,1995,0-14,3,m
2900,LB,1996,0-14,4,m
2901,LB,1997,0-14,1,m
2902,LB,1998,0-14,1,m
2903,LB,1999,0-14,3,m
2904,LB,2000,0-14,5,m
2905,LB,2001,0-14,0,m
2906,LB,2002,0-14,1,m
2907,LB,2003,0-14,0,m
2908,LB,2004,0-14,1,m
2909,LB,2005,0-14,0,m
2910,LB,2006,0-14,0,m
2911,LB,2007,0-14,0,m
2912,LB,2008,0-14,1,m
2929,LC,1997,0-14,0,m
2930,LC,1998,0-14,0,m
2932,LC,2000,0-14,0,m
2933,LC,2001,0-14,0,m
2935,LC,2003,0-14,0,m
2936,LC,2004,0-14,0,m
2937,LC,2005,0-14,0,m
2940,LC,2008,0-14,0,m
2956,LK,1995,0-14,10,m
2957,LK,1996,0-14,10,m
2958,LK,1997,0-14,11,m
2959,LK,1998,0-14,7,m
2960,LK,1999,0-14,8,m
2961,LK,2000,0-14,25,m
2962,LK,2001,0-14,6,m
2963,LK,2002,0-14,11,m
2964,LK,2003,0-14,12,m
2965,LK,2004,0-14,6,m
2966,LK,2005,0-14,9,m
2967,LK,2006,0-14,8,m
2968,LK,2007,0-14,10,m
2969,LK,2008,0-14,11,m
2982,LR,1996,0-14,38,m
2984,LR,1998,0-14,18,m
2986,LR,2000,0-14,12,m
2987,LR,2001,0-14,16,m
2988,LR,2002,0-14,20,m
2989,LR,2003,0-14,5,m
2990,LR,2004,0-14,32,m
2991,LR,2005,0-14,26,m
2992,LR,2006,0-14,59,m
2994,LR,2008,0-14,107,m
3010,LS,1995,0-14,9,m
3011,LS,1996,0-14,12,m
3012,LS,1997,0-14,11,m
3013,LS,1998,0-14,6,m
3015,LS,2000,0-14,8,m
3017,LS,2002,0-14,10,m
3018,LS,2003,0-14,10,m
3019,LS,2004,0-14,29,m
3020,LS,2005,0-14,32,m
3021,LS,2006,0-14,33,m
3022,LS,2007,0-14,6,m
3023,LS,2008,0-14,21,m
3039,LT,1995,0-14,4,m
3040,LT,1996,0-14,2,m
3041,LT,1997,0-14,2,m
3042,LT,1998,0-14,0,m
3043,LT,1999,0-14,0,m
3044,LT,2000,0-14,1,m
3045,LT,2001,0-14,0,m
3046,LT,2002,0-14,1,m
3047,LT,2003,0-14,1,m
3048,LT,2004,0-14,0,m
3049,LT,2005,0-14,0,m
3050,LT,2006,0-14,0,m
3051,LT,2007,0-14,0,m
3052,LT,2008,0-14,0,m
3069,LU,1996,0-14,0,m
3070,LU,1997,0-14,1,m
3071,LU,1998,0-14,0,m
3074,LU,2001,0-14,0,m
3075,LU,2002,0-14,0,m
3076,LU,2003,0-14,0,m
3077,LU,2004,0-14,0,m
3078,LU,2005,0-14,0,m
3079,LU,2006,0-14,0,m
3080,LU,2007,0-14,0,m
3081,LU,2008,0-14,0,m
3097,LV,1995,0-14,0,m
3098,LV,1996,0-14,0,m
3099,LV,1997,0-14,0,m
3100,LV,1998,0-14,0,m
3101,LV,1999,0-14,1,m
3102,LV,2000,0-14,0,m
3103,LV,2001,0-14,0,m
3104,LV,2002,0-14,0,m
3105,LV,2003,0-14,0,m
3106,LV,2004,0-14,0,m
3107,LV,2005,0-14,1,m
3108,LV,2006,0-14,2,m
3110,LV,2008,0-14,0,m
3125,LY,1995,0-14,2,m
3126,LY,1996,0-14,4,m
3128,LY,1999,0-14,2,m
3129,LY,2000,0-14,5,m
3131,LY,2003,0-14,0,m
3132,LY,2004,0-14,5,m
3133,LY,2005,0-14,2,m
3134,LY,2006,0-14,1,m
3135,LY,2007,0-14,2,m
3136,LY,2008,0-14,2,m
3152,MA,1995,0-14,142,m
3153,MA,1996,0-14,118,m
3154,MA,1997,0-14,119,m
3155,MA,1998,0-14,116,m
3156,MA,1999,0-14,78,m
3157,MA,2000,0-14,99,m
3158,MA,2001,0-14,85,m
3159,MA,2002,0-14,79,m
3160,MA,2003,0-14,91,m
3161,MA,2004,0-14,68,m
3162,MA,2005,0-14,79,m
3163,MA,2006,0-14,73,m
3164,MA,2007,0-14,74,m
3165,MA,2008,0-14,51,m
3184,MC,1999,0-14,0,m
3206,MD,1995,0-14,0,m
3207,MD,1996,0-14,0,m
3208,MD,1997,0-14,0,m
3209,MD,1998,0-14,2,m
3210,MD,1999,0-14,1,m
3211,MD,2000,0-14,2,m
3212,MD,2001,0-14,1,m
3213,MD,2002,0-14,5,m
3214,MD,2003,0-14,1,m
3215,MD,2004,0-14,8,m
3216,MD,2005,0-14,2,m
3217,MD,2006,0-14,2,m
3218,MD,2007,0-14,0,m
3219,MD,2008,0-14,1,m
3220,ME,2005,0-14,0,m
3221,ME,2006,0-14,0,m
3222,ME,2007,0-14,0,m
3223,ME,2008,0-14,0,m
3239,MG,1995,0-14,79,m
3240,MG,1996,0-14,68,m
3242,MG,1998,0-14,70,m
3244,MG,2001,0-14,103,m
3245,MG,2002,0-14,94,m
3246,MG,2003,0-14,123,m
3247,MG,2004,0-14,118,m
3248,MG,2005,0-14,98,m
3249,MG,2006,0-14,117,m
3250,MG,2007,0-14,196,m
3251,MG,2008,0-14,142,m
3266,MH,1996,0-14,7,m
3267,MH,1998,0-14,0,m
3268,MH,1999,0-14,5,m
3269,MH,2000,0-14,3,m
3270,MH,2001,0-14,3,m
3271,MH,2002,0-14,0,m
3272,MH,2003,0-14,6,m
3273,MH,2004,0-14,2,m
3274,MH,2005,0-14,2,m
3276,MH,2007,0-14,0,m
3277,MH,2008,0-14,1,m
3281,MK,1995,0-14,2,m
3282,MK,1996,0-14,5,m
3283,MK,1997,0-14,1,m
3284,MK,1998,0-14,3,m
3285,MK,1999,0-14,1,m
3286,MK,2000,0-14,5,m
3287,MK,2001,0-14,1,m
3288,MK,2002,0-14,2,m
3289,MK,2003,0-14,1,m
3290,MK,2004,0-14,2,m
3291,MK,2005,0-14,2,m
3292,MK,2006,0-14,0,m
3293,MK,2007,0-14,1,m
3294,MK,2008,0-14,1,m
3310,ML,1995,0-14,27,m
3311,ML,1996,0-14,19,m
3312,ML,1997,0-14,16,m
3313,ML,1998,0-14,13,m
3314,ML,1999,0-14,19,m
3315,ML,2000,0-14,23,m
3317,ML,2002,0-14,20,m
3318,ML,2003,0-14,32,m
3319,ML,2004,0-14,28,m
3320,ML,2005,0-14,26,m
3321,ML,2006,0-14,28,m
3322,ML,2007,0-14,29,m
3323,ML,2008,0-14,22,m
3339,MM,1995,0-14,42,m
3340,MM,1996,0-14,58,m
3341,MM,1997,0-14,56,m
3342,MM,1998,0-14,64,m
3343,MM,1999,0-14,37,m
3344,MM,2000,0-14,88,m
3345,MM,2001,0-14,69,m
3346,MM,2002,0-14,64,m
3347,MM,2003,0-14,107,m
3348,MM,2004,0-14,96,m
3349,MM,2005,0-14,132,m
3350,MM,2006,0-14,113,m
3351,MM,2007,0-14,127,m
3352,MM,2008,0-14,118,m
3367,MN,1994,0-14,1,m
3368,MN,1995,0-14,37,m
3369,MN,1996,0-14,8,m
3370,MN,1997,0-14,6,m
3371,MN,1998,0-14,17,m
3372,MN,1999,0-14,12,m
3373,MN,2000,0-14,6,m
3374,MN,2001,0-14,13,m
3375,MN,2002,0-14,9,m
3376,MN,2003,0-14,10,m
3377,MN,2004,0-14,6,m
3378,MN,2005,0-14,7,m
3379,MN,2006,0-14,7,m
3380,MN,2007,0-14,4,m
3381,MN,2008,0-14,7,m
3397,MO,1995,0-14,0,m
3398,MO,1996,0-14,1,m
3399,MO,1997,0-14,1,m
3400,MO,1998,0-14,0,m
3402,MO,2000,0-14,0,m
3403,MO,2001,0-14,0,m
3404,MO,2002,0-14,1,m
3405,MO,2003,0-14,0,m
3406,MO,2004,0-14,0,m
3407,MO,2005,0-14,3,m
3408,MO,2006,0-14,0,m
3409,MO,2007,0-14,0,m
3410,MO,2008,0-14,1,m
3423,MP,1995,0-14,1,m
3424,MP,1996,0-14,0,m
3426,MP,1998,0-14,0,m
3428,MP,2000,0-14,1,m
3429,MP,2001,0-14,0,m
3430,MP,2002,0-14,1,m
3431,MP,2003,0-14,0,m
3432,MP,2004,0-14,0,m
3433,MP,2005,0-14,0,m
3434,MP,2006,0-14,0,m
3435,MP,2007,0-14,0,m
3436,MP,2008,0-14,0,m
3453,MR,1997,0-14,188,m
3455,MR,1999,0-14,15,m
3458,MR,2004,0-14,15,m
3460,MR,2006,0-14,12,m
3461,MR,2007,0-14,14,m
3462,MR,2008,0-14,10,m
3482,MS,2003,0-14,0,m
3483,MS,2004,0-14,0,m
3503,MT,1995,0-14,0,m
3504,MT,1996,0-14,0,m
3505,MT,1997,0-14,0,m
3506,MT,1998,0-14,0,m
3507,MT,1999,0-14,0,m
3508,MT,2000,0-14,0,m
3509,MT,2001,0-14,0,m
3510,MT,2002,0-14,0,m
3511,MT,2003,0-14,0,m
3512,MT,2004,0-14,0,m
3513,MT,2005,0-14,0,m
3514,MT,2006,0-14,0,m
3515,MT,2007,0-14,0,m
3516,MT,2008,0-14,0,m
3532,MU,1995,0-14,2,m
3535,MU,1998,0-14,1,m
3536,MU,1999,0-14,0,m
3537,MU,2000,0-14,2,m
3539,MU,2002,0-14,1,m
3540,MU,2003,0-14,0,m
3541,MU,2004,0-14,1,m
3543,MU,2006,0-14,0,m
3544,MU,2007,0-14,0,m
3545,MU,2008,0-14,0,m
3561,MV,1995,0-14,1,m
3562,MV,1996,0-14,0,m
3563,MV,1997,0-14,1,m
3564,MV,1998,0-14,1,m
3565,MV,1999,0-14,0,m
3566,MV,2000,0-14,0,m
3567,MV,2001,0-14,1,m
3568,MV,2002,0-14,0,m
3569,MV,2003,0-14,1,m
3570,MV,2004,0-14,0,m
3571,MV,2005,0-14,0,m
3572,MV,2006,0-14,0,m
3573,MV,2007,0-14,0,m
3574,MV,2008,0-14,0,m
3590,MW,1995,0-14,25,m
3591,MW,1996,0-14,27,m
3592,MW,1997,0-14,47,m
3593,MW,1998,0-14,46,m
3594,MW,1999,0-14,43,m
3595,MW,2000,0-14,50,m
3596,MW,2001,0-14,37,m
3598,MW,2003,0-14,43,m
3599,MW,2004,0-14,47,m
3600,MW,2005,0-14,58,m
3601,MW,2006,0-14,42,m
3602,MW,2007,0-14,61,m
3603,MW,2008,0-14,56,m
3620,MX,1996,0-14,198,m
3622,MX,1998,0-14,229,m
3623,MX,1999,0-14,143,m
3624,MX,2000,0-14,214,m
3625,MX,2001,0-14,130,m
3626,MX,2002,0-14,154,m
3627,MX,2003,0-14,187,m
3628,MX,2004,0-14,86,m
3629,MX,2005,0-14,100,m
3630,MX,2006,0-14,129,m
3631,MX,2007,0-14,145,m
3632,MX,2008,0-14,124,m
3648,MY,1995,0-14,59,m
3649,MY,1996,0-14,45,m
3650,MY,1997,0-14,44,m
3651,MY,1998,0-14,31,m
3652,MY,1999,0-14,27,m
3653,MY,2000,0-14,32,m
3654,MY,2001,0-14,48,m
3655,MY,2002,0-14,22,m
3656,MY,2003,0-14,216,m
3657,MY,2004,0-14,191,m
3658,MY,2005,0-14,244,m
3659,MY,2006,0-14,15,m
3660,MY,2007,0-14,216,m
3661,MY,2008,0-14,221,m
3677,MZ,1995,0-14,187,m
3678,MZ,1996,0-14,141,m
3679,MZ,1997,0-14,163,m
3700,,1995,0-14,0,m
3701,,1996,0-14,16,m
3702,,1997,0-14,18,m
3703,,1998,0-14,21,m
3704,,1999,0-14,20,m
3705,,2000,0-14,18,m
3706,,2001,0-14,20,m
3707,,2002,0-14,19,m
3708,,2003,0-14,31,m
3709,,2004,0-14,31,m
3710,,2005,0-14,98,m
3711,,2006,0-14,86,m
3712,,2007,0-14,57,m
3713,,2008,0-14,30,m
3729,NC,1995,0-14,3,m
3730,NC,1996,0-14,1,m
3733,NC,1999,0-14,0,m
3734,NC,2000,0-14,1,m
3735,NC,2001,0-14,0,m
3736,NC,2002,0-14,0,m
3737,NC,2003,0-14,0,m
3738,NC,2004,0-14,0,m
3739,NC,2005,0-14,0,m
3740,NC,2006,0-14,0,m
3741,NC,2007,0-14,0,m
3742,NC,2008,0-14,0,m
3758,NE,1997,0-14,4,m
3759,NE,1998,0-14,4,m
3761,NE,2000,0-14,29,m
3764,NE,2003,0-14,41,m
3766,NE,2005,0-14,35,m
3767,NE,2006,0-14,25,m
3768,NE,2007,0-14,40,m
3769,NE,2008,0-14,35,m
3785,NG,1995,0-14,450,m
3786,NG,1996,0-14,234,m
3787,NG,1997,0-14,116,m
3788,NG,1998,0-14,125,m
3790,NG,2000,0-14,157,m
3791,NG,2001,0-14,164,m
3792,NG,2002,0-14,163,m
3793,NG,2003,0-14,267,m
3794,NG,2004,0-14,408,m
3795,NG,2005,0-14,325,m
3796,NG,2006,0-14,247,m
3797,NG,2007,0-14,503,m
3798,NG,2008,0-14,579,m
3814,NI,1995,0-14,23,m
3815,NI,1996,0-14,27,m
3816,NI,1997,0-14,18,m
3817,NI,1998,0-14,24,m
3818,NI,1999,0-14,26,m
3819,NI,2000,0-14,18,m
3820,NI,2001,0-14,24,m
3821,NI,2002,0-14,22,m
3822,NI,2003,0-14,14,m
3823,NI,2004,0-14,24,m
3824,NI,2005,0-14,17,m
3825,NI,2006,0-14,15,m
3826,NI,2007,0-14,16,m
3827,NI,2008,0-14,20,m
3843,NL,1995,0-14,22,m
3844,NL,1996,0-14,8,m
3845,NL,1997,0-14,3,m
3846,NL,1998,0-14,2,m
3847,NL,1999,0-14,5,m
3848,NL,2000,0-14,0,m
3849,NL,2001,0-14,1,m
3850,NL,2002,0-14,1,m
3851,NL,2003,0-14,2,m
3852,NL,2004,0-14,6,m
3853,NL,2005,0-14,0,m
3854,NL,2006,0-14,0,m
3855,NL,2007,0-14,1,m
3856,NL,2008,0-14,0,m
3872,NO,1995,0-14,0,m
3873,NO,1996,0-14,3,m
3874,NO,1997,0-14,3,m
3875,NO,1998,0-14,0,m
3876,NO,1999,0-14,0,m
3877,NO,2000,0-14,0,m
3878,NO,2001,0-14,0,m
3879,NO,2002,0-14,0,m
3880,NO,2003,0-14,0,m
3881,NO,2004,0-14,1,m
3882,NO,2005,0-14,0,m
3883,NO,2006,0-14,0,m
3885,NO,2008,0-14,1,m
3901,NP,1996,0-14,91,m
3903,NP,1998,0-14,133,m
3904,NP,1999,0-14,150,m
3905,NP,2000,0-14,170,m
3906,NP,2001,0-14,155,m
3907,NP,2002,0-14,129,m
3908,NP,2003,0-14,122,m
3909,NP,2004,0-14,121,m
3910,NP,2005,0-14,148,m
